pmid,title,journal,date
19117654,Mass flows of endocrine disruptors in the Glatt River during varying weather conditions,Environ Pollut,2009/01/02
19045935,"Sublethal effects of methylmercury on fecal metabolites of testosterone, estradiol, and corticosterone in captive juvenile white ibises (Eudocimus albus)",Environ Toxicol Chem,2008/12/03
18980245,Establishment of a transgenic yeast screening system for estrogenicity and identification of the anti-estrogenic activity of malachite green,J Cell Biochem,2008/11/05
18678043,"An environmental estrogen alters reproductive hierarchies, disrupting sexual selection in group-spawning fish",Environ Sci Technol,2008/08/06
18626888,Secretion of cortisol and aldosterone as a vulnerable target for adrenal endocrine disruption - screening of 30 selected chemicals in the human H295R cell model,J Appl Toxicol,2008/07/16
18597816,"First evidence of polybrominated diphenyl ether (flame retardants) effects in feral barbel from the Ebro River basin (NE, Spain)",Chemosphere,2008/07/04
18585477,A Mu-class glutathione S-transferase (GSTM) from the rock shell Thais clavigera,Comp Biochem Physiol C Toxicol Pharmacol,2008/07/01
18479728,The relationship of 3-PBA pyrethroids metabolite and male reproductive hormones among non-occupational exposure males,Chemosphere,2008/05/16
18313723,The endocrine disruptor bisphenol A increases the expression of HSP70 and ecdysone receptor genes in the aquatic larvae of Chironomus riparius,Chemosphere,2008/03/04
18310895,Endocrine disruptive effects of chemicals eluted from nitrile-butadiene rubber gloves using reporter gene assay systems,Biol Pharm Bull,2008/03/04
18264702,Catalytic diesel particulate filters reduce the in vitro estrogenic activity of diesel exhaust,Anal Bioanal Chem,2008/02/12
18262749,Screening of some anti-progestin endocrine disruptors using a recombinant yeast based in vitro bioassay,Toxicol In Vitro,2008/02/12
17658310,In-drop derivatisation liquid-phase microextraction assisted by ion-pairing transfer for the gas chromatographic determination of phenolic endocrine disruptors,Anal Chim Acta,2007/07/31
17549544,"The effects of the fungicide methyl thiophanate on adrenal gland morphophysiology of the lizard, Podarcis sicula",Arch Environ Contam Toxicol,2007/06/06
17418883,"Modelling of the fate of selected endocrine disruptors in a municipal wastewater treatment plant in South East Queensland, Australia",Chemosphere,2007/04/10
17397900,Comparisons of polychromatic and monochromatic UV-based treatments of bisphenol-A in water via toxicity assessments,Chemosphere,2007/04/03
17265966,A graphical systems model to facilitate hypothesis-driven ecotoxicogenomics research on the teleost brain-pituitary-gonadal axis,Environ Sci Technol,2007/02/03
17180483,"Studies of uptake, elimination, and late effects in Atlantic salmon (Salmo salar) dietary exposed to Di-2-ethylhexyl phthalate (DEHP) during early life",Arch Environ Contam Toxicol,2006/12/21
16973756,Activation of pregnane X receptor disrupts glucocorticoid and mineralocorticoid homeostasis,Mol Endocrinol,2006/09/16
16291569,Endocrine disruptors in the marine environment: mechanisms of toxicity and their influence on reproductive processes in fish,J Toxicol Environ Health A,2005/11/18
16243481,Rapid action of pesticides on cytosolic calcium concentrations in cultures of human umbilical vein endothelial cells,Reprod Toxicol,2005/10/26
16223788,"Exposure to PCB and p, p'-DDE in European and Inuit populations: impact on human sperm chromatin integrity",Hum Reprod,2005/10/15
16168662,17beta-estradiol modulates UVB-induced cellular responses in estrogen receptors positive human breast cancer cells,J Photochem Photobiol B,2005/09/20
15965534,Identification of the estrogen receptor Cd-binding sites by chemical modification,Analyst,2005/06/21
15820730,"Endosulfan and its metabolites in fertile women, placenta, cord blood, and human milk",Environ Res,2005/04/12
15819720,Influence of atrazine administration and reduction of calorie intake on prostate carcinogenesis in probasin/SV40 T antigen transgenic rats,Cancer Sci,2005/04/12
15662639,Occupational exposure to metalworking fluids and risk of breast cancer among female autoworkers,Am J Ind Med,2005/01/22
15517247,"Biodegradation of an endocrine-disrupting chemical, di-2-ethylhexyl phthalate, by Bacillus subtilis No. 66",Appl Microbiol Biotechnol,2004/11/02
15497841,"Behaviour of bisphenol A (BPA), 4-nonylphenol (4-NP) and 4-nonylphenol ethoxylates (4-NP1EO, 4-NP2EO) in oxidative water treatment processes",Water Sci Technol,2004/10/23
15363582,Alterations of FSH-stimulated progesterone production and calcium homeostasis in primarily cultured human luteinizing-granulosa cells induced by fenvalerate,Toxicology,2004/09/15
15183690,A novel enzyme-linked immunosorbent assay for ethynylestradiol using a long-chain biotinylated EE2 derivative,Steroids,2004/06/09
15159524,Consumption of xenoestrogen-contaminated fish during lactation alters adult male reproductive function,Toxicol Sci,2004/05/26
15026083,Effects of environmental estrogenic chemicals on AP1 mediated transcription with estrogen receptors alpha and beta,J Steroid Biochem Mol Biol,2004/03/18
15019247,"A comparative assessment of the adrenotoxic effects of cadmium in two teleost species, rainbow trout, Oncorhynchus mykiss, and yellow perch, Perca flavescens",Aquat Toxicol,2004/03/17
14750846,Correlation of analyte structures with biosensor responses using the detection of phenolic estrogens as a model,Anal Chem,2004/01/31
14745936,Molecular epidemiology of hypospadias: review of genetic and environmental risk factors,Birth Defects Res A Clin Mol Teratol,2004/01/28
12727596,Disturbed sexual characteristics in male mosquitofish (Gambusia holbrooki) from a lake contaminated with endocrine disruptors,Environ Health Perspect,2003/05/03
12725382,A screening method for estrogens using an array-type DNA glass slide,Anal Sci,2003/05/03
12714001,Exposure to xenobiotic compounds: looking for new biomarkers,Gen Comp Endocrinol,2003/04/26
12460798,Exposure to the herbicide acetochlor alters thyroid hormone-dependent gene expression and metamorphosis in Xenopus Laevis,Environ Health Perspect,2002/12/04
12205237,Urinary bisphenol A and plasma hormone concentrations in male workers exposed to bisphenol A diglycidyl ether and mixed organic solvents,Occup Environ Med,2002/09/03
11855846,Identification of an endocrine disrupting agent from corn with mitogenic activity,Biochem Biophys Res Commun,2002/02/22
11836068,Reproductive consequences of EDCs in birds: what do laboratory effects mean in field species?,Neurotoxicol Teratol,2002/02/12
11783856,"Pesticide exports from U.S. ports, 1997-2000",Int J Occup Environ Health,2002/01/11
11738522,The diverse mechanism of action of dichlorodiphenyldichloroethylene (DDE) and methoxychlor in ovarian cells in vitro,Reprod Toxicol,2001/12/12
11503077,"Hepatic enzyme induction and acute endocrine effects of 2,2',3,3',4,6'-hexachlorobiphenyl and 2,2',3,4',5',6-hexachlorobiphenyl in prepubertal female rats",Arch Environ Contam Toxicol,2001/08/15
11381622,"Effects of olive, corn, sesame or peanut oil on the body weights and reproductive organ weights of immature male and female rats",Exp Anim,2001/05/31
11345455,"Effects of nonylphenol, bisphenol A, and their mixture on the viviparous swordtail fish (Xiphophorus helleri)",Environ Toxicol Chem,2001/05/10
11252818,"Characterisation of the affinity of different anabolics and synthetic hormones to the human androgen receptor, human sex hormone binding globulin and to the bovine progestin receptor",APMIS,2001/03/17
11252812,Intrauterine exposure to diethylstilbestrol: long-term effects in humans,APMIS,2001/03/17
11138478,[Selected aspects of xenoestrogens'mode of action taken from a group of persistent organochlorine compounds ],Rocz Panstw Zakl Hig,2001/01/04
10839476,"Effects of xenoestrogen bisphenol A on uterine and pituitary weight, serum prolactin levels and immunoreactive prolactin cells in ovariectomized Wistar rats",Arch Toxicol,2000/06/06
9549179,"Effects of p,p'-DDE on male reproductive organs in peripubertal Wistar rats following a single intraperitoneal injection",Fukuoka Igaku Zasshi,1998/04/29
9233383,"Morphometric changes in the prepubertal female rat thyroid gland following acute exposure to 2,2',4,4'-tetrachlorobiphenyl and Aroclor 1242",J Toxicol Environ Health,1997/08/08
36457137,Variable selection for discrete survival model with frailty in presence of left truncation and right censoring: Studying association of environmental toxicants on time-to-pregnancy,Stat Med,2022/12/02
36351319,Bisphenol AF induces multiple behavioral and biochemical changes in zebrafish (Danio rerio) at different life stages,Aquat Toxicol,2022/11/09
35914601,Gestational exposure to bisphenol analogues and kisspeptin levels in pregnant women and their children: A pregnancy-birth cohort study,Sci Total Environ,2022/08/01
35750186,Di-(2-ethylhexyl) phthalate increases plasma glucose and induces lipid metabolic disorders via FoxO1 in adult mice,Sci Total Environ,2022/06/24
36352347,Removal of nonylphenol ethoxylate surfactant in batch reactors: emphasis on methanogenic potential and microbial community characterization under optimized conditions,Environ Technol,2022/11/10
36322353,Sex and gametogenesis stage are strong drivers of gene expression in Mytilus edulis exposed to environmentally relevant plasticiser levels and pH 7.7,Environ Sci Pollut Res Int,2022/11/02
36080155,Natural Products in Mitigation of Bisphenol A Toxicity: Future Therapeutic Use,Molecules,2022/09/09
36054626,Bisphenols induce human genomic damage and modulate HERVs/env expression,Environ Mol Mutagen,2022/09/02
36040692,Increased risk of primary ovarian insufficiency by high-fructose diet consumption: a 90-day study in female rats,Environ Sci Pollut Res Int,2022/08/30
35963581,Transcriptional networks underlying a primary ovarian insufficiency disorder in alligators naturally exposed to EDCs,Mol Cell Endocrinol,2022/08/13
35817118,Reactions of bisphenol F and bisphenol S with ozone and hydroxyl radical: Kinetics and mechanisms,Sci Total Environ,2022/07/11
35780845,Tris (2-chloroethyl) phosphate (TCEP) induces obesity and hepatic steatosis via FXR-mediated lipid accumulation in mice: Long-term exposure as a potential risk for metabolic diseases,Chem Biol Interact,2022/07/05
35504380,Exposure to difenoconazole induces reproductive toxicity in zebrafish by interfering with gamete maturation and reproductive behavior,Sci Total Environ,2022/05/03
35489638,Exposure to enrofloxacin and depuration: Endocrine disrupting effect in juvenile grass carp (Ctenopharyngodon idella),Comp Biochem Physiol C Toxicol Pharmacol,2022/04/30
35335237,Stability and Removal of Benzophenone-Type UV Filters from Water Matrices by Advanced Oxidation Processes,Molecules,2022/03/26
35215384,Dietary Natural Compounds and Vitamins as Potential Cofactors in Uterine Fibroids Growth and Development,Nutrients,2022/02/26
34952055,Single and combined toxicity effects of nanoplastics and bisphenol F on submerged the macrophyte Hydrilla verticillata,Sci Total Environ,2021/12/24
34927801,Molecular cloning and oxidative-stress responses of a novel Phi class glutathione S-transferase (GSTF) gene in the freshwater algae Closterium ehrenbergii,Environ Toxicol,2021/12/20
34631491,Relationship between endocrine disruptors and obesity with a focus on bisphenol A: a narrative review,Bioimpacts,2021/10/11
34367069,A Systematic Review of Anogenital Distance and Gynecological Disorders: Endometriosis and Polycystic Ovary Syndrome,Front Endocrinol (Lausanne),2021/08/09
